test_id;Question;SPARQL query;Extracted_properties_str
test_84;Who are the individuals who were born in Venezuela, died in Venezuela, or had Venezuelan citizenship in the years 1833, 1834, 1838, 1839, 1841, 1843, 1844-47, 1849-53, 1855-57, 1865-72, 1874, 1876-80, or 1882? Include their dates of birth, places of birth, dates of death, and places of death (all only if available).;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?y ?item ?dob ?birth ?dod ?death { { ?item wdt:P569 ?b . BIND ( YEAR ( ?b ) as ?y ) . ?item wdt:P31 wd:Q5 . ?item wdt:P19 [ wdt:P131 * wd:Q717 ] . } UNION { ?item wdt:P570 ?d . BIND ( YEAR ( ?d ) as ?y ) . ?item wdt:P31 wd:Q5 . ?item wdt:P20 [ wdt:P131 * wd:Q717 ] . } UNION { ?item wdt:P569 ?b . BIND ( YEAR ( ?b ) as ?y ) . ?item wdt:P31 wd:Q5 . ?item wdt:P27 wd:Q717 . } UNION { ?item wdt:P570 ?d . BIND ( YEAR ( ?d ) as ?y ) . ?item wdt:P31 wd:Q5 . ?item wdt:P27 wd:Q717 . } FILTER ( ?y IN ( 1833 , 1834 , 1838 , 1839 , 1841 , 1843 , 1844 , 1845 , 1846 , 1847 , 1849 , 1850 , 1851 , 1852 , 1853 , 1855 , 1856 , 1857 , 1865 , 1866 , 1867 , 1868 , 1869 , 1870 , 1871 , 1872 , 1874 , 1876 , 1877 , 1878 , 1879 , 1880 , 1882 ) ) OPTIONAL { ?item wdt:P569 ?dob } OPTIONAL { ?item wdt:P19 ?birth } OPTIONAL { ?item wdt:P570 ?dod } OPTIONAL { ?item wdt:P20 ?death } } ORDER BY ?y;P569, P31, P19, P131, P570, P20, P27
test_85;What are the names and dates of death of humans who died between January 1, 2021, and January 31, 2021, ordered by their date of death and name and limited to 500 results?;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?itemLabel ?dateOfDeath WHERE { ?item wdt:P31 wd:Q5 ; wdt:P570 ?dateOfDeath . FILTER ( ""2020-12-31"" ^^ xsd:dateTime < ?dateOfDeath && ?dateOfDeath < ""2021-02-01"" ^^ xsd:dateTime ) SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" . } } order by ?dateOfDeath ?itemLabel LIMIT 500";P31, P570
test_86;What are the items that are instances or subclasses of artificial intelligence, along with the objects they are part of?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item ?object { ?item wdt:P31 / wdt:P279 * wd:Q11660 . ?item wdt:P361 ?object . };P31, P279, P361
test_87;What are the types of organizations located in the Balearic Islands, along with the count of distinct organizations for each type, ordered by the count in descending order?;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?name ( COUNT ( DISTINCT ?org ) as ?count ) WHERE { ?org wdt:P31 ?name ; wdt:P131 + wd:Q5765 . ?name wdt:P279 * wd:Q43229 . } GROUP BY ?name ORDER BY DESC ( ?count )";P31, P131, P279
test_88;What are the distinct items that are instances of either a Wikidata property with datatype 'time' or a Wikidata property related to time and duration?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item WHERE { VALUES ?instanceof { wd:Q18636219 wd:Q51077473 } ?item wdt:P31 ?instanceof . };P31
test_89;What are the languages, other than English, that have a Wikipedia language edition and more than 3,000,000 speakers?;"PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?lang { ?wp wdt:P31 wd:Q10876391 ; wdt:P407 ?lang . ?lang p:P1098 [ ps:P1098 ?speakers ] . FILTER ( ?speakers > 3000000 ) FILTER ( ?lang != wd:Q1860 ) }";P31, P407
test_90;What are the Indian National Highways that are part of the national highways of India transport network? Return also their English labels and highway numbers (extracted from the labels), only include highways with numbers less than 100, and order by highway number.;PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?id ?label ?number WHERE { ?id wdt:P16 wd:Q1967342 . ?id rdfs:label ?label . FILTER ( lang ( ?label ) = 'en' ) BIND ( xsd:integer ( REPLACE ( ?label , '\\D' , '' ) ) AS ?number ) FILTER ( ?number < 100 ) } ORDER BY ?number;P16
test_91;What are the urban municipalities in Germany? For each result, return also its official website, coordinates (if available), and parent federated state.;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?website ?coordinates ?Bundesland WHERE { ?item wdt:P31 wd:Q42744322 . ?item wdt:P856 ?website . OPTIONAL { ?item wdt:P625 ?coordinates . } ?item wdt:P131 + ?Bundesland . ?Bundesland wdt:P31 wd:Q1221156 . };P31, P856, P625, P131
test_92;Who are the members of the Clubture Network, including the administrative territorial entities they are located in (if available) and the coordinates of these administrative areas (if available)?;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?admin_area ?coord WHERE { ?item p:P463 ?stat . ?stat ps:P463 wd:Q96376996 . OPTIONAL { ?item wdt:P131 ?admin_area . OPTIONAL { ?admin_area wdt:P625 ?coord . } } };P131, P625
test_93;Which distinct female individuals were either born or died in Bouches-du-Rhône, and who died before January 1, 1948? Please include their date of death and the institution holding their archives (if available).;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?personne ?mort ?archives WHERE { ?personne wdt:P19 / wdt:P131 * | wdt:P20 / wdt:P131 * wd:Q3240 . ?personne wdt:P21 wd:Q6581072 . ?personne wdt:P570 ?mort FILTER ( ?mort < ""1948-01-01T00:00:00Z"" ^^ xsd:dateTime ) . OPTIONAL { ?personne wdt:P485 ?archives . } } ORDER BY ?mort";P19, P131, P20, P21, P570, P485
test_94;What are the distinct items that have an Encyclopedia of Life ID, but are not taxons or subclasses of taxons? Include item labels and labels of what the items are instances of. ;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?itemLabel ?p31Label WHERE { { SELECT ?item ?p31 WHERE { ?item wdt:P830 [] ; wdt:P31 ?p31 FILTER ( ?p31 != wd:Q16521 ) } } MINUS { ?item wdt:P31 / wdt:P279 * wd:Q16521 } SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . } } GROUP BY ?item ?itemLabel ?p31Label ORDER BY ?itemLabel";P830, P31, P279
test_95;"What are the tunnels in the Faroe Islands? For each tunnel, include also: what it is an instance or subclass of; the year it started, its year of inception, or its year of official opening (if available); its height (if available), its length (if available), and the islands it is associated with (if available)?";"SELECT ?item ?instance ?year ?height ?length ?isle
with { select ?item ?isle WHERE {
  ?item wdt:P31/wdt:P279* wd:Q44377.
  ?item wdt:P17 wd:Q4628.
  OPTIONAL { ?item wdt:P5130 ?isle. }  
  } group by ?item ?isle } as %i
where 
{ include %i
  OPTIONAL { ?item wdt:P31 ?instance. }
  OPTIONAL { ?item wdt:P580 ?annee_debut_0. }
  OPTIONAL { ?item wdt:P571 ?annee_debut_1. }
  OPTIONAL { ?item wdt:P1619 ?annee_debut_2. }
  BIND(COALESCE(STR(YEAR(?annee_debut_2)), STR(YEAR(?annee_debut_1)), STR(YEAR(?annee_debut_0))) AS ?year)
  OPTIONAL { ?item wdt:P2048 ?height. }
  OPTIONAL { ?item wdt:P2043 ?length. }
}
";P31, P279, P17, P5130, P580, P571, P1619, P2048, P2043
test_96;What are the public artworks located in London created by female artists? For each artwork, include also the artwork's creator.;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?creator WHERE { ?item wdt:P136 wd:Q557141 . ?item wdt:P131 ?sub0 . ?sub0 ( wdt:P131 ) * wd:Q23939248 . ?item wdt:P170 ?creator . ?creator wdt:P21 wd:Q6581072 . };P136, P131, P170, P21
test_97;What are the distinct super-classes of July, the seventh month in the Julian and Gregorian calendars, considering any level of subclass hierarchy?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?c WHERE { wd:Q121 wdt:P31 ? / wdt:P279 * ?c . };P31, P279
test_98;Which production companies have produced more than 100 items, ordered by the number of items produced in descending order?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> SELECT ?prodco ( count ( ?item ) as ?count ) WHERE { ?item wdt:P272 ?prodco . } group by ?prodco having ( ?count > 100 ) order by desc ( ?count );P272
test_99;Who are the individuals from France who have more than one recorded date of death with at least day precision, where the first date of death is earlier than the second? Please provide the first date of death and the second date of death, ordered by the most recent first date of death and then by item ID.;"PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?a ?b { ?item wdt:P27 wd:Q142 . ?item wdt:P31 wd:Q5 ; p:P570 [ a wikibase:BestRank ; psv:P570 [ wikibase:timeValue ?a ; wikibase:timePrecision ?tpa ] ] ; p:P570 [ a wikibase:BestRank ; psv:P570 [ wikibase:timeValue ?b ; wikibase:timePrecision ?tpb ] ] . FILTER ( ?a < ?b ) FILTER ( ?tpa >= 11 ) FILTER ( ?tpb >= 11 ) } ORDER BY DESC ( ?a ) ?item";P27, P31
test_100;"What are the main subjects of the scientific paper titled ""Neue Cyclocephalen (Col. Dyn.)"" published in 1923?";PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?value WHERE { VALUES ?item { wd:Q116738730 } ?item p:P921 / ps:P921 ?value . };
test_101;How many unmarried partners do male and female creative and performing artists have, respectively? Outputs rows should be of the form `<number of unmarried partners>, <number of female artists with that many unmarried partners>, <number of male artists with that many unmarried partners>`;"SELECT ?partner_count (SAMPLE(?female_) AS ?female) (SAMPLE(?male_) AS ?male)

WITH {
  SELECT ?item ?p
WHERE 
{
 ?item wdt:P451 ?p.
 ?item wdt:P106/wdt:P279* wd:Q108289408 . 
} } as %t

WITH {
SELECT ?partner_count  (count(?partner_count) as ?female_) WHERE {  
  SELECT ?item ?g (count(?p) as ?partner_count) WHERE 
  {
    VALUES ?g {wd:Q6581072}
    INCLUDE %t
    ?item wdt:P21 ?g.  
  } group by ?item ?g } group by ?partner_count ?g } as %i

WITH {
SELECT ?partner_count  (count(?partner_count) as ?male_) WHERE {  
  SELECT ?item ?g (count(?p) as ?partner_count) 
  WHERE  
  {
    VALUES ?g {wd:Q6581097}
    INCLUDE %t
    ?item wdt:P21 ?g.  
  } group by ?item ?g } group by ?partner_count ?g } as %j

WHERE
{
  { INCLUDE %i }    
  UNION
  { INCLUDE %j }
} group by ?partner_count order by desc (?partner_count)
";P451, P106, P279, P21
test_102;"Who are the individual goats that have served as the mascot ""Billygoat Hennes"" for 1. FC Cologne, including their labels, images (if available), start times, and end times (if available, otherwise use the current date)?";PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?goat ?img ?start ?end WHERE { ?goat p:P2868 ?position . ?position ps:P2868 wd:Q151345 OPTIONAL { ?goat wdt:P18 ?img } ?position pq:P580 ?start . OPTIONAL { ?position pq:P582 ?end } BIND ( IF ( BOUND ( ?end ) , ?end , NOW () ) AS ?end ) . };P18
test_103;What are the yearly patronage statistics for Orly Airport, including the year, number of passengers, reference type, and reference? Exclude deprecated statements in your results.;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX prov: <http://www.w3.org/ns/prov#> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?year ?number ?reftype ?ref WHERE { values ?item { wd:Q223416 } . ?item p:P3872 ?statement . ?statement pq:P585 ?time . ?statement ps:P3872 ?number . ?statement prov:wasDerivedFrom ?statement2 . ?statement2 ?reftype ?ref . bind ( YEAR ( ?time ) AS ?year ) MINUS { ?statement wikibase:rank wikibase:DeprecatedRank } } order by desc ( ?year );
test_104;What are the different types of works, excluding written works, authored by individuals who have exactly one sitelink to Wikisource, and how many of each type are there? Order by the count of each type descending.;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX schema: <http://schema.org/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?type_of_work ?count WHERE { { SELECT ?type_of_work ( COUNT ( * ) as ?count ) WHERE { ?work wdt:P50 ?p . ?p wikibase:sitelinks 1 . [] schema:about ?p ; schema:isPartOf / wikibase:wikiGroup ""wikisource"" . ?work wdt:P31 ?type_of_work . MINUS { ?type_of_work wdt:P279 * wd:Q47461344 . } } GROUP BY ?type_of_work } } ORDER BY DESC ( ?count )";P50, P31, P279
test_105;Who are the YouTubers who are also science communicators and do not have an image? Include their YouTube channel ID and number of social media followers if available, and order by the number of social media followers in descending order.;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?channel ?number WHERE { ?item wdt:P106 wd:Q17125263 . ?item ?ppp wd:Q15143191 . FILTER NOT EXISTS { ?item wdt:P18 [] . } OPTIONAL { ?item p:P8687 ?stat . ?stat pq:P2397 ?channel . ?stat ps:P8687 ?number . } } order by desc ( ?number );P106, P18
test_106;What are the constituencies for elected members of the 32nd Parliament of the United Kingdom, along with the expected number of seats (if available) and the actual number of seats? Only include constituencies where the actual number of seats is greater than 1.;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?constituency ?expectedNumberOfSeats ( COUNT ( ?startMP ) as ?actualNumberOfEntries ) { wd:Q41582584 wdt:P2715 ?election . ?startMP p:P39 ?positionStatement2 . ?positionStatement2 ps:P39 wd:Q41582584 . ?positionStatement2 pq:P768 ?constituency . ?positionStatement2 pq:P2715 ?election . OPTIONAL { ?constituency wdt:P1410 ?expectedNumberOfSeats . } } GROUP BY ?constituency ?constituencyLabel ?expectedNumberOfSeats HAVING ( ?actualNumberOfEntries > 1 );P2715, P1410
test_107;What are the national wildlife areas in Canada that are located in the province of Quebec, along with their coordinates?;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item ?location WHERE { ?item wdt:P31 wd:Q337807 ; wdt:P131 * wd:Q176 ; wdt:P625 ?location . }";P31, P131, P625
test_108;What are the items with GND IDs, along with their subject names, and shared identifiers, where the GND ID statement includes both a subject named as qualifier and an identifier shared with qualifier?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT DISTINCT ?item ?id ?named ?shared WHERE { ?item p:P227 ?statement . ?item wdt:P227 ?id . ?statement pq:P1810 ?named . ?statement pq:P4070 ?shared . };P227
test_109;What is the geographic point that represents the midpoint of the coordinates of Paris (the capital of France) and Montigny-le-Bretonneux (a commune in Yvelines, France)? Return one column for the latitude and one column for the longitude;PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ( SUM ( ?lat ) / 2 as ?latitude ) ( SUM ( ?lon ) / 2 as ?longitude ) WHERE { values ?lieu { wd:Q90 wd:Q240798 } ?lieu wdt:P625 ?coord . ?lieu p:P625 ?coordinate . ?coordinate psv:P625 ?coordinate_node . ?coordinate_node wikibase:geoLatitude ?lat . ?coordinate_node wikibase:geoLongitude ?lon . };P625
test_110;What are the taxa authored by Edmond Perrier?;PREFIX wd: <http://www.wikidata.org/entity/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT ?item { ?item p:P225 / pq:P405 wd:Q927667 . };
test_111;Which works were tranlated by Gabriele Sprigath? For each work, return the author (if available), title (if available), subtitle (if available), publication venue, publisher, place of publication, and publication year.;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?Autor ?Titel ?Untertitel ?veroeffentlicht_in ?Verlag ?ErscheinungsortLabel ( year ( ?Erscheinungsdatum ) as ?Erscheinungsjahr ) WHERE { { ?werk wdt:P655 wd:Q92759384 . ?werk ( wdt:P361 ? ) / ( wdt:P361 | wdt:P1433 ) ?published_in . ?published_in wdt:P1476 ?veroeffentlicht_in . ?published_in wdt:P123 ?Verlag . ?published_in wdt:P291 ?ErscheinungsortLabel . ?published_in wdt:P577 ?Erscheinungsdatum . } OPTIONAL { ?werk wdt:P50 ?Autor . } OPTIONAL { ?werk wdt:P1476 ?Titel . } OPTIONAL { ?werk wdt:P1680 ?Untertitel . } };P655, P361, P1433, P1476, P123, P291, P577, P50, P1680
test_112;Which Norwegian ships entered operational service between 1939 and 1946, along with their service entry dates?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?skip ?service_entry WHERE { ?skip wdt:P31 wd:Q11446 . ?skip wdt:P17 wd:Q20 . ?skip wdt:P729 ?service_entry . FILTER ( ( year ( ?service_entry ) >= 1939 ) && ( year ( ?service_entry ) <= 1946 ) ) };P31, P17, P729
test_113;What are the municipalities of Spain located in Biscay, along with their most recent population and the year of that population data, and if available, the population and year of the population data from 10 years prior?;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?population ?year ?population10 ?year10 WHERE { ?item wdt:P31 wd:Q2074737 ; ( wdt:P131 * ) wd:Q93366 . ?item p:P1082 ?pop . ?pop ps:P1082 ?population . ?pop pq:P585 ?date . ?pop wikibase:rank wikibase:PreferredRank . BIND ( YEAR ( ?date ) as ?year ) . BIND ( ?year - 10 AS ?years_minus_10 ) OPTIONAL { ?item p:P1082 ?pop10 . ?pop10 ps:P1082 ?population10 . ?pop10 pq:P585 ?date10 . BIND ( YEAR ( ?date10 ) as ?year10 ) . FILTER ( ?year10 = ?years_minus_10 ) } }";P31, P131
test_114;"What are the cities in Russia whose English names end with ""pol"", along with their coordinates? Please include the item ID and the item label (in English).";"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?itemLabel ?coords WHERE { ?item wdt:P31 / wdt:P279 * wd:Q515 ; wdt:P17 wd:Q159 ; wdt:P625 ?coords ; rdfs:label ?itemLabel FILTER ( LANG ( ?itemLabel ) = 'en' ) . FILTER ( strEnds ( ?itemLabel , 'pol' ) ) . }";P31, P279, P17, P625
test_115;What are the airports, military airbases, or aerodromes that have ceased to exist or stopped being valid? Please provide their item IDs, names, item IDs and labels places they serve (if available), IATA codes (if available), ICAO codes (if available), and end dates.;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item ?itemLabel ?place_served ?place_servedLabel ?iata_c ?icao_c ?end_date WHERE { VALUES ?type { wd:Q1248784 wd:Q695850 wd:Q62447 } ?item p:P31 ?statement . ?statement ps:P31 ?type . ?statement pq:P582 ?end_date . optional { ?item wdt:P238 ?iata_c . } optional { ?item wdt:P239 ?icao_c . } optional { ?item wdt:P931 ?place_served . } SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" } . } order by ?itemLabel";P238, P239, P931
test_116;What are the sovereign states, their coordinates, and their official languages?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?country ?coordinates ?languages WHERE { ?country wdt:P31 wd:Q3624078 . ?country wdt:P37 ?languages . ?country wdt:P625 ?coordinates . } GROUP BY ?country ?coordinates ?languages;P31, P37, P625
test_117;What are the men's singles tennis events that do not have a winner indicated and are part of a tournament that belongs to either the ATP Tour or the Grand Prix tennis circuit?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?tournament WHERE { ?item wdt:P31 wd:Q46190676 . ?item wdt:P2094 wd:Q16893072 . MINUS { ?item wdt:P1346 ?winner . } ?item wdt:P361 ?tournament . ?tournament wdt:P361 ?tour . ?tour wdt:P3450 ?season_of . VALUES ?season_of { wd:Q300008 wd:Q3775082 } };P31, P2094, P1346, P361, P3450
test_118;What are the municipalities in the Province of Girona, Spain?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item WHERE { ?item wdt:P31 / wdt:P279 * wd:Q2074737 . ?item wdt:P131 / wdt:P131 * wd:Q7194 . };P31, P279, P131
test_119;What are the rural communes of Morocco?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item WHERE { ?item wdt:P31 wd:Q17318027 . };P31
test_120;What are the distinct entities among South Korea, Norfolk Island, Wallis and Futuna, Tristan da Cunha, Christmas Island, and Galápagos Province, along with their population, area in square kilometers, and the date of the population data? Please only consider the latest available population date, and exclude areas that apply to lagoons, World Heritage Sites, UNESCO World Heritage Site buffer zones, and the Kuril Islands dispute, if this information is available.;"SELECT DISTINCT ?i ?population ?area_sqkm ?date 
WITH { SELECT ?i (MAX(?date_) as ?date) WHERE
  {
   VALUES ?i {wd:Q884 wd:Q31057 wd:Q35555 wd:Q220982 wd:Q31063 wd:Q475038}
              ## Problematic entities with multiple population values
      OPTIONAL {                  ## Get population dates for maxing purposes
      ?i p:P1082 ?popstatement. 
      ?popstatement a wikibase:BestRank .
      ?popstatement pq:P585 ?date_ .
      }
   } GROUP BY ?i } as %i
WHERE
{
  INCLUDE %i
  OPTIONAL {                  ## Population, if it exists
      ?i p:P1082 ?popstatement. 
      ?popstatement a wikibase:BestRank .
      ?popstatement ps:P1082 ?population .
      ?popstatement pq:P585 ?date .
  }
  OPTIONAL {                  ## Area, if it exists
    ?i p:P2046 ?areastatement .
    ?areastatement a wikibase:BestRank .     
    MINUS { ?areastatement pq:P518 wd:Q187223. }     ## Filter out lagoons
    MINUS { ?areastatement pq:P518 wd:Q9259. }       ## Filter out UNESCO sites
    MINUS { ?areastatement pq:P518 wd:Q64364418. }   ## Filter out buffer zones
    MINUS { ?areastatement pq:P1012 wd:Q389717. }    ## Filter out contested Islands
    ?areastatement psn:P2046/wikibase:quantityAmount ?area_norm .
    BIND( ROUND(?area_norm/1000000) as ?area_sqkm) . 
  }
}
";
test_121;"How many students did the educational organization with the Research Organization Registry (ROR) ID ""024z2rq82"" have each year? Please include a count for each year (if available), and order results by year.";"PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT ?item ?students ?year WHERE { ?item wdt:P6782 ""024z2rq82"" . ?item p:P2196 ?stm . ?stm ps:P2196 ?students . OPTIONAL { ?stm pq:P585 ?year . } } ORDER BY ?year";P6782
test_122;"How many votes did the ""PP+Cs"" and ""Vox"" parties receive in each jurisdiction during the 2020 Basque regional election, grouped by each place and party?";PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?place ?party ( sum ( ?votes_ ) as ?votes ) WHERE { ?election wdt:P361 wd:Q30594119 . ?election wdt:P1001 ?place . ?election p:P726 ?stat . VALUES ?party { wd:Q85843184 wd:Q15630787 } . ?stat ps:P726 ?party . ?stat pq:P1111 ?votes_ . } group by ?place ?party;P361, P1001
test_123;Which institutions have the highest number of theses or dissertations submitted to them, ordered by the count of distinct theses or dissertations in descending order?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?institution ( count ( distinct ?item ) as ?count ) WHERE { ?item wdt:P4101 ?institution . ?item wdt:P31 / wdt:P279 * wd:Q1266946 . } group by ?institution order by desc ( ?count );P4101, P31, P279
test_124;What are the businesses headquartered in the Czech Republic, excluding Adental Czech Republic and Investiční a poštovní banka, along with their total revenue, headquarters location, date of revenue (if available), net profit, profit margin (rounded to two decimal places), and the unit of revenue (if available)? Please order the results by ascending profit margin and limit the results to 20.;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?revenue ?hq ?date ?profit ( ROUND ( ?profmar * 1000 ) / 100 AS ?profmar_rounded ) ?unit WHERE { ?item wdt:P31 wd:Q4830453 . ?item wdt:P159 ?hq . ?hq wdt:P17 wd:Q213 . ?item p:P2139 ?revenueSt . ?revenueSt a wikibase:BestRank ; ps:P2139 ?revenue . OPTIONAL { ?revenueSt psv:P2139 ?psv . ?psv wikibase:quantityUnit ?unit } . OPTIONAL { ?revenueSt pq:P585 ?date } . ?item p:P2295 ?profSt . ?profSt a wikibase:BestRank ; ps:P2295 ?profit . BIND ( ?revenue / ?profit AS ?profmar ) . FILTER ( ?profmar > 0 ) FILTER ( ?item not in ( wd:Q100707321 , wd:Q12021780 ) ) } ORDER BY ASC ( ?profmar ) LIMIT 20";P31, P159, P17
